id;district_id;place_name;street_address;address_locality;created_at;updated_at;deleted_at
563;150132;Peña Viejo Verde;Paradero 4 Av. Wiese Boulevard de Mariscal Cáceres;Paradero 4 Av. Wiese Boulevard de Mariscal Cáceres - SAN JUAN DE LURIGANCHO - LIMA;15/08/2024 11:30;15/08/2024 11:30;NULL
564;110301;Villa Eucalyptus;NULL;NASCA - ICA;16/08/2024 12:51;16/08/2024 12:51;NULL
565;150104;Arena Bar;Catalino Miranda 154;Catalino Miranda 154 - BARRANCO - LIMA;17/08/2024 12:18;17/08/2024 12:18;NULL
566;200801;Fundo Kavipor;NULL;SECHURA - PIURA;17/08/2024 14:24;17/08/2024 14:24;NULL
567;50101;Teatro Municipal de Huamanga;NULL;AYACUCHO;19/08/2024 15:02;19/08/2024 15:02;NULL
568;140101;El Shuro;NULL;CHICLAYO - LAMBAYEQUE;21/08/2024 08:52;21/08/2024 08:52;NULL
569;140118;El Shuro;NULL;POMALCA - LAMBAYEQUE;21/08/2024 09:20;21/08/2024 09:20;NULL
570;160201;Recreo Turístico Oasis Yurimaguas;Jiron Libertad 1051;Jiron Libertad 1051 - YURIMAGUAS - LORETO;21/08/2024 13:01;21/08/2024 13:01;NULL
571;60101;PUNTA HERMOSA;JR. Mosqueta con Av. Industrial al costado del terminal terrestre;JR. Mosqueta con Av. Industrial al costado del terminal terrestre - CAJAMARCA;23/08/2024 10:56;23/08/2024 10:56;NULL
572;150101;EL MEJOR LOCAL;NULL;LIMA;29/08/2024 10:54;29/08/2024 10:54;NULL
573;150104;Centro de Convenciones Arena;Calle Catalino Miranda 154;Calle Catalino Miranda 154 - BARRANCO - LIMA;29/08/2024 11:59;29/08/2024 11:59;NULL
574;150116;Discoteca Lift;Mariano Carranza 127. Urb Santa Beatriz;Mariano Carranza 127. Urb Santa Beatriz - LINCE - LIMA;29/08/2024 16:01;29/08/2024 16:01;NULL
575;240101;Complejo Alberto Terranova;NULL;TUMBES;30/08/2024 12:30;30/08/2024 12:30;NULL
576;150101;Discoteca Lift;Discoteca Lift mariano carranza 1271, Urb. Santa Beatriz Cercado de lima;Discoteca Lift mariano carranza 1271, Urb. Santa Beatriz Cercado de lima - LIMA;2/09/2024 15:57;2/09/2024 15:57;NULL
577;150101;Discoteca Lift;Mariano Carranza 1271, Urb. Santa Beatriz;Mariano Carranza 1271, Urb. Santa Beatriz - LIMA;2/09/2024 17:31;2/09/2024 17:31;NULL
578;150401;Plaza de toros ¨ El Toreo¨;NULL;CANTA - LIMA;2/09/2024 17:50;2/09/2024 17:50;NULL
579;20101;Monterrey Park;Av. Centenario S/N - Monterrey - Huaraz;Av. Centenario S/N - Monterrey - Huaraz - HUARAZ - ÁNCASH;3/09/2024 15:46;3/09/2024 15:46;NULL
580;20101;Monterrey Park;Av. Centenario S/N;Av. Centenario S/N - HUARAZ - ÁNCASH;3/09/2024 15:46;3/09/2024 15:46;NULL
581;150135;Cardano Discoteca;Av. Antunez de Mayolo 2588;Av. Antunez de Mayolo 2588 - SAN MARTÍN DE PORRES - LIMA;3/09/2024 17:23;3/09/2024 17:23;NULL
